referencia;proveedor;estante;nombre;referencia2;iva;cantidad;costo;precio;unidad_medida;fecha;fecha_trx
109;0;0;GUANTE INDUSTRIAL # 7 CALIBRE 25;;16;20;2900;4500;;11/09/2013;29/03/2016
789106019663;0;0;CUCHILLO MUNDIAL  5510-8;;16;2;17000;27000;;11/09/2013;25/07/2015
871193852373;0;0;GUBIAS JUEGO X 6 REF 52373;;16;0;6828;12000;;11/09/2013;16/01/2014
871193893301;0;0;JUEGO JARDINERIA MPTOOLS 93301;;16;0;6188;12000;;11/09/2013;17/03/2015
871193402056;0;0;BROCA ESPADA MP TOOLS 1/2;;16;4;1494;3000;;11/09/2013;11/09/2013
243044612655;0;0;COPA RACHE RANGER 3/8 X 1/2;;16;6;2577;6000;;11/09/2013;11/09/2013
770718067126;0;0;REGADERA BOCHERINE REF5034;;16;1;5532;9000;;12/09/2013;23/01/2016
110;0;0;ACIDO MURIATICO PURO SUPERIOR;;16;9;1380;2500;;12/09/2013;13/02/2016
111;0;0;ACIDO MURIATICO PURO SUPERIOR 1800CC;;16;3;4725;8000;;12/09/2013;12/09/2013
112;0;0;REGISTRO DUCHA GRICOL HELIX;;16;6;16642;24000;;12/09/2013;30/12/2015
12800181766;0;0;PILA ALKALINA TIPO C RAYOVAC;;16;0;2251;4500;;13/09/2013;31/05/2014
102041400533;0;0;GAFA V/NEGRO GLOBAL;;16;1;1400;4000;;13/09/2013;19/02/2016
768537123431;0;0;JUEGO JARDINERIA MINI HAWK;;16;5;3700;6500;;13/09/2013;06/01/2016
695084510010;0;0;AHORRADOR OSBLAK 35W;;16;0;7400;16000;;13/09/2013;27/12/2013
243044612664;0;0;VALVULA DEREGULACION DOBLE PLASTIGRIFOS;;16;1;2200;6000;;13/09/2013;14/07/2015
108;0;0;BOMBILLO SANTO COLORES CLARO;;16;205;330;700;;13/09/2013;04/04/2016
113;0;0;"CORTA FRIO HOYOSTOOLS 8""";;16;1;4900;8500;;13/09/2013;17/08/2015
114;0;0;ATOMIZADOR SENCILLO;;16;2;900;2500;;13/09/2013;01/05/2014
789119400033;0;0;CANDADO PAPAIZ 30MM;;16;5;8126;15000;;14/09/2013;11/02/2016
789119400035;0;0;CANDADO PAPAIZ 40MM;;16;3;11011;20000;;14/09/2013;11/10/2014
770298607813;0;0;RODAJA TUNSTENO 22 X 6 X 2MM;;16;2;5760;10000;;14/09/2013;09/04/2016
770298607812;0;0;RODAJA P C/BALDOSA;;16;1;4800;8000;;14/09/2013;10/10/2015
770298613708;0;0;CORTA PICOS DISCOVER REF LTS-8ES;;16;1;21600;36000;;14/09/2013;11/03/2015
750120667471;0;0;ZIMBRA TRUPER 30M;;16;3;7222;27000;;18/09/2013;09/02/2016
115;0;0;LAVA PLATOS SOCODA 1 X 50;;16;0;70025;110000;;18/09/2013;07/11/2013
78903890;0;0;CANDADO PAPAIZ 20MM;;16;1;7094;12000;;18/09/2013;30/10/2015
789119400041;0;0;CANDADO PAPAIZ 30/70 LARGO;;16;1;12211;20000;;18/09/2013;18/09/2013
789119400048;0;0;CANDADO PAPAIZ 50MM  LL/ESTRIA;;16;1;54697;83000;;18/09/2013;13/12/2013
116;0;0;BARRA DE SEGURIDAD 30 CM;;16;2;25160;40000;;19/09/2013;17/08/2015
117;0;0;BARRA DE SEGURIDAD 35 CM;;16;2;23195;45000;;19/09/2013;30/09/2015
119;0;0;BARRA DE SAGURIDAD 40 CM;;16;2;23404;50000;;19/09/2013;02/02/2015
120;0;0;RACOR 3/8 X 3/8 MACHO;;16;4;1300;3000;;19/09/2013;02/01/2015
121;0;0;UNION ROSCADA  3/4 X 3/4 MACHO;;16;0;2300;4000;;19/09/2013;02/01/2015
122;0;0;RACOR 1/2 X 1/2 MACHO;;16;0;1400;3000;;19/09/2013;17/03/2014
123;0;0;TAPA QUEMADOR SUPERIOR OMEGA GRANDE;;16;4;1300;3000;;19/09/2013;02/12/2013
124;0;0;EMPAQUE AGUJA;;16;99;150;500;;19/09/2013;05/09/2015
243044612689;0;0;BOMBILLO 150 W A 200V;;16;10;1569;2800;;19/09/2013;23/03/2016
770435903076;0;0;CHAPA YALE 361060 DERECHA;;16;1;68656;110000;;23/09/2013;05/11/2015
770435904038;0;0;CHAPA YALE 170 1/4 PLUS;;16;1;68001;100000;;23/09/2013;09/06/2014
125;0;0;PULPO NEGRO 1.30;;16;13;1700;3500;;23/09/2013;02/04/2016
770727916232;0;0;REPISA CHAMPUSERA PEQUE¾A;;16;0;5078;9000;;24/09/2013;28/08/2015
33923923200;0;0;BISAGRA CROMADA ESTANLEY 3X3;;16;0;2080;4000;;24/09/2013;26/10/2014
770449500067;0;0;CHAPA ALCOBA INOX VERA  CROMO;;16;1;12073;20000;;24/09/2013;11/03/2014
243044612697;0;0;REFLECTOR 400 /220V E 40;;16;0;80243;130000;;24/09/2013;16/04/2014
243044612698;0;0;NIPLE GALVANIZADO 60 CMTS;;16;0;4320;8000;;25/09/2013;03/03/2016
243044612701;0;0;TIRA FONDO 1/4 X 1 1/2;;16;23;86;200;;26/09/2013;28/07/2014
126;0;0;LLAVE MIXTA # 17 SATA;;16;3;7203;12000;;26/09/2013;17/07/2015
243044612703;0;0;ANILLO AJUSTADOR ECONOMICO;;16;14;450;1500;;26/09/2013;22/03/2016
745302113872;0;0;RACHE FUEGO WOLFGANG 3007;;16;2;6800;13000;;27/09/2013;05/01/2014
127;0;0;RACHE FUEGO X 12 C/EXTENCION;;16;0;26000;43000;;27/09/2013;02/02/2014
128;0;0;RACHE 1/2 DIESEL;;16;4;5300;13000;;27/09/2013;23/10/2015
129;0;0;POMADA SOLDAR UNICA GDE;;16;0;2600;5000;;27/09/2013;07/03/2016
130;0;0;MASILLA PARA DRYWALL PROF/1KG;;16;9;1044;2000;;27/09/2013;01/04/2016
131;0;0;MASILLA PARA DRYWALL PROF/ GALON;;16;1;6800;12000;;27/09/2013;20/02/2016
132;0;0;PISTOLA MANGUERA M/NARANJA FOCCI;;16;0;4000;7500;;27/09/2013;19/11/2014
133;0;0;LLAVE LAVAMANOS METALICA CRUCETA Y OTRAS;;16;5;7500;13000;;28/09/2013;15/06/2015
134;0;0;INFLADOR BICICLETA SENCILLO;;16;5;1800;4000;;28/09/2013;17/03/2014
694579473006;0;0;CARGADOR DE GAS NEON;;16;12;5400;11000;;28/09/2013;16/03/2016
135;0;0;BOMBILLO MULTICOLOR LEXMANA;;16;9;4901;10000;;28/09/2013;05/02/2016
871193857813;0;0;SIERRA CALADORA MADERA X 2 MPTOOLS;;16;2;900;2200;;28/09/2013;16/07/2015
136;0;0;TEFLON ESTANFOR;;16;0;280;600;;01/10/2013;14/06/2014
770691280027;0;0;"CUCHILLA GUADA¾A COLIMA 1"" LARGA";;16;2;3330;5500;;01/10/2013;14/05/2015
137;0;0;DILATADOR FUEGO X 4 20X50;;16;5;3200;8000;;01/10/2013;11/09/2014
745301001284;0;0;JUEGO LLAVES PESTILLO X 9;;16;0;4000;8000;;01/10/2013;09/01/2016
138;0;0;VALVULA REGULADOR METALICA HUECO;;16;12;2800;6000;;01/10/2013;02/01/2016
139;0;0;"TIJERA PODADORA PRUNER 8""";;16;1;4000;8000;;01/10/2013;11/02/2015
140;0;0;"TIJERA PODADORA PRUNER 10""";;16;0;5700;11000;;01/10/2013;11/09/2015
770145957632;0;0;ESCUDO GATO COBRE ANTICADO;;16;1;2903;5000;;01/10/2013;30/03/2016
141;0;0;ACEITE MOTOR CARZOL 50 1/4 BARRILITO;;16;1;3220;6000;;02/10/2013;08/04/2014
142;0;0;ACEITE MOTOR CARZOL 2T 1/4X24;;16;0;5233;7500;;02/10/2013;20/01/2014
143;0;0;ACEITE MOTOR CARZOL 4T 1/4;;16;3;7245;11000;;02/10/2013;02/10/2013
144;0;0;ACEITE MOTOR CARZOL 2T PINTA X24;;16;0;2791;4500;;02/10/2013;15/12/2013
770215835279;0;0;CRC COLOR 500 ROJA 500CM3;;16;1;10164;14000;;02/10/2013;02/10/2013
770214002022;0;0;CERA PARA PISOS BEISBOL NEUTRA;;16;0;5082;7500;;02/10/2013;27/11/2013
145;0;0;LIQUIDO FRENOS 3PTA;;16;2;2321;3500;;02/10/2013;02/10/2013
146;0;0;LIQUIDO FRENOS 4PTA;;16;1;3082;4800;;02/10/2013;17/01/2014
147;0;0;KIT DE CARRETERA 5 LBS OSI;;16;0;25000;37000;;02/10/2013;02/11/2013
148;0;0;LUBRICANTE Y DESOXIDANTE 6-26;;16;13;4500;7500;;03/10/2013;18/02/2015
755625022585;0;0;TIJERA PODADORA TRUPER;;5;2;10919;18500;;03/10/2013;03/10/2013
871193878341;0;0;CINCEL MPTOOLS PALA 3/8X6 78341;;16;4;2592;4500;;04/10/2013;13/03/2016
871193878344;0;0;CINCEL MPTOOLS 1/2X10 78344;;16;8;3858;6500;;04/10/2013;22/11/2015
871193878345;0;0;CINCEL MPTOOLS 3/4X8 78345;;16;4;4122;6500;;04/10/2013;05/05/2015
871193878346;0;0;CINCEL MPTOOLS 3/4X10 78346;;16;1;5019;8000;;04/10/2013;01/10/2015
871193850227;0;0;"ESPATULA MPTOOLS 3"" 50227";;16;3;1307;2500;;04/10/2013;14/07/2014
149;0;0;LLAVE MIXTA MPTOOLS N 12;;16;0;1083;2500;;04/10/2013;04/09/2015
150;0;0;LLAVE MIXTA VANADIUM N 9;;16;18;1300;3600;;04/10/2013;29/01/2015
871191105158;0;0;DISCO DIAMANTADO SEGMENTADO MPTOOLS 1105158;;16;0;4233;7500;;04/10/2013;02/10/2014
151;0;0;LLAVE MIXTA RANGER N 12;;16;0;2423;5000;;04/10/2013;17/02/2015
152;0;0;LLAVE MIXTA WOLGAN N 16;;16;16;2700;6000;;04/10/2013;18/07/2015
770705261456;0;0;FORMON FORTE 1 1/2;;16;0;8871;16000;;08/10/2013;29/12/2013
770701536859;0;0;CANILLA EXTENCIBLE GERFOR;;16;1;5372;9000;;08/10/2013;12/12/2013
153;0;0;VARETA CORAL X GALON;;16;1;12000;18000;;10/10/2013;08/12/2013
154;0;0;VARETA CORAL X 1/4;;16;1;3700;6000;;10/10/2013;03/12/2015
76607016171;0;0;DISCO CORTE NORTON DEGADO 4 1/2;;16;2;1825;3000;;10/10/2013;31/01/2016
76607047328;0;0;DISCO CORTE NORTON DELGADO 7 X 1/16 X 7/8;;16;21;3306;5300;;10/10/2013;21/05/2015
789179293776;0;0;"DISCO DIAMANTADO SEGMENTADO 9"" NORTON";;16;1;25273;36000;;10/10/2013;19/08/2014
789531657573;0;0;"DISCO DIAMANTADO SEGMENTADO 7"" NORTON";;16;0;16128;23000;;10/10/2013;16/06/2014
877939437710;0;0;ARO OJO DE BUEY PAVONADO;;16;2;2300;5000;;10/10/2013;10/10/2013
155;0;0;SOLDADURA ESTA¾O;;16;0;350;1000;;10/10/2013;20/12/2015
156;0;0;CINCEL PALA 3/4;;16;5;2600;6000;;11/10/2013;15/02/2016
243044612760;0;0;LAPIZ MIRADO NEGRO;;16;6;452;1000;;11/10/2013;07/08/2015
745303848899;0;0;PINZA JUEGO X 3 MINI;;16;0;6000;11000;;11/10/2013;08/05/2014
157;0;0;PALETA MADERA 18 X 30;;16;1;5000;10000;;11/10/2013;19/08/2015
770723153001;0;0;MOLINO VICTORIA;;16;0;40087;60000;;17/10/2013;27/02/2016
72868003202;0;0;TRAMPA PEGAJOSA;;16;2;2000;4000;;17/10/2013;26/09/2014
158;0;0;TRAMPA PLASTICA PEQUE¾A;;16;5;1672;5000;;17/10/2013;03/03/2016
159;0;0;TRAMPA PLASTICA GRANDE;;16;6;5013;10000;;17/10/2013;03/03/2016
694144706547;0;0;TELEFONO TELEPHONE HX- 898 ( 22 );;16;0;8000;13000;;18/10/2013;18/12/2013
243044612769;0;0;TELEFONO PANATEL KXT 4400ID;;16;0;14000;22000;;18/10/2013;15/11/2013
523681982800;0;0;TELEFONO PANATEL KXT-2800 ID;;16;0;14000;22000;;18/10/2013;04/12/2013
243044612771;0;0;TELEFONO OHO-3026;;16;0;9000;18000;;18/10/2013;05/11/2013
243044612772;0;0;TELEFONO PANDERPHONE KXST- 3014;;16;0;9000;18000;;18/10/2013;21/07/2014
243044612773;0;0;TELEFONO SIEGO;;16;0;6500;11000;;18/10/2013;02/05/2014
160;0;0;TAPA QUEMADOR SUPERIORNOMEGA PEQUE¾A;;16;1;1200;2500;;18/10/2013;22/11/2013
161;0;0;TAPA QUEMADOR SUPERIOROMEGA GRANDE;;16;1;1800;3800;;18/10/2013;06/05/2014
162;0;0;CAJA DE EMPOTRAR VALVULA;;16;7;2000;4000;;18/10/2013;16/11/2015
163;0;0;ABIERTO CERRADO ACRILICO;;16;3;700;1600;;18/10/2013;12/01/2016
164;0;0;CONECTOR CODO CALLE;;16;2;1000;2000;;18/10/2013;07/04/2014
165;0;0;CANALETA  CON ADESIVO 40 X 25;;16;26;6700;11000;;18/10/2013;22/11/2015
166;0;0;NIPLE GALVANIZADO 6 CMS;;16;19;625;1400;;19/10/2013;04/01/2016
770298608093;0;0;"RACHE DISCOVER 3/8 X 10""";;16;1;15120;26000;;19/10/2013;08/08/2014
871193852160;0;0;"FORMON MPTOOLS 1 1/4""";;16;0;3761;6500;;19/10/2013;26/04/2015
871193852161;0;0;"FORMON MPTOOLS 1 1/2""";;16;1;3265;6500;;19/10/2013;23/06/2015
747752691413;0;0;"DESTORNILLADOR ESTANLEY  # 1 X 4""";;16;7;3470;6000;;19/10/2013;01/04/2016
747752691796;0;0;"DESTORNILLADOR ESTANLEY # 1 X 6""";;16;0;3747;6500;;19/10/2013;09/03/2015
747752691451;0;0;"DESTORNILLADOR ESTANLEY # 2 X 4""";;16;1;4164;7500;;19/10/2013;05/06/2015
770258732001;0;0;"KIT MARQUETERIA SOP 1 1/2""";;16;6;474;1000;;24/10/2013;14/06/2014
243044612789;0;0;DULCE ABRIGO ROJO X CMS;;16;4350;46;90;;24/10/2013;17/01/2016
770691271035;0;0;"TIGERA HOJALATERA INCOLMA 8""";;16;0;11779;20000;;24/10/2013;20/12/2013
770691271036;0;0;"TIJERA HOJALATERA INCOLMA 10""";;16;0;14456;24000;;24/10/2013;25/01/2014
770448800101;0;0;PINTULUX CREMA 1/4 12;;16;2;0;20000;;25/10/2013;25/10/2013
745302110433;0;0;REMACHADORA WOLFGANG;;16;0;5500;10000;;26/10/2013;30/09/2015
167;0;0;GRAPADORA UYUSTOOLS;;16;0;13000;23000;;26/10/2013;30/09/2014
168;0;0;CANILLA PALANCA FINA;;16;7;4800;11000;;26/10/2013;07/04/2016
745300572678;0;0;JUEGO FORMON SACO X 3 PIEZAS;;16;0;0;18000;;26/10/2013;29/05/2015
243044612797;0;0;IMAN MONEDA;;16;0;300;1500;;29/10/2013;02/05/2015
169;0;0;JUEGO FRESAS X 10;;16;2;3000;10000;;29/10/2013;20/11/2015
170;0;0;CANDELA ALUMINIO GRANDE;;16;2;6800;12000;;29/10/2013;29/10/2013
171;0;0;CANDELA ALUMINIO PEQUE¾A;;16;2;3800;6500;;29/10/2013;29/10/2013
172;0;0;CUCHILLA 2 X 30;;16;4;6500;12000;;30/10/2013;27/11/2015
173;0;0;CUCHILLA 2 X 60;;16;1;7700;14000;;30/10/2013;21/03/2016
174;0;0;METRO HILANAN 7.5;;16;0;3900;9000;;31/10/2013;08/08/2015
175;0;0;PINTURA GALON PINVIACRIL LADRILLO;;16;2;20602;28500;;01/11/2013;18/12/2015
176;0;0;TELAS ASFALTICA MAXIFRA X 20 MTS;;16;6;28000;42000;;01/11/2013;03/04/2016
750120665219;0;0;ASPâRSOR METALICO TRUPER;;0;1;5857;12000;;02/11/2013;09/01/2015
1017;0;0;BOMBILLO SANTO COLOR OPACO;;16;64;250;700;;02/11/2013;18/04/2016
745301009423;0;0;BENJAMIN PATA POLO ATIERRA GENERAL;;16;0;1500;3000;;05/11/2013;24/12/2014
177;0;0;ACEITE 3 EN 1 ECONOMICO GRANDE;;16;8;1200;2500;;05/11/2013;08/04/2016
243044612810;0;0;CAJA 4 CIRCUITOS CON NORMA EXE;;16;0;14328;23000;;06/11/2013;01/11/2014
243044612811;0;0;MOSQUETON BRONCE DE 1/1/4;;16;6;12000;20000;;07/11/2013;30/12/2015
243044612812;0;0;MOSQUETON ALPINISTA N 12;;16;7;4800;10000;;07/11/2013;17/05/2015
770999064150;0;0;PARRILLA AREPAS DKASA;;16;1;5292;9000;;07/11/2013;22/12/2015
178;0;0;NEUMATICO 350-8 IMSA;;16;0;6496;11000;;08/11/2013;12/06/2015
179;0;0;TINTE MIEL 300 CM3;;16;6;6200;10000;;08/11/2013;04/07/2015
180;0;0;TINTE CARAMELO 300 CM3;;16;7;5800;9500;;08/11/2013;22/12/2015
181;0;0;TINTE WENGUE 300 CM3;;16;1;5800;10000;;08/11/2013;01/02/2016
182;0;0;CUELLO GANZO SEN DALIA GRIVAL;;16;2;24618;33000;;09/11/2013;27/02/2016
770215878221;0;0;AEROSOL BERMELLON;;16;4;6070;9600;;14/11/2013;22/01/2016
183;0;0;CORTA PICOS NEXTLIGHY;;16;0;4678;8500;;15/11/2013;21/07/2014
185;0;0;BALDE VINILO BLANCO PINVIACRIL T 2;;16;2;28350;46000;;16/11/2013;16/06/2015
186;0;0;REFLECTOR COLORES VARIOS LED;;16;1;48000;72000;;18/11/2013;21/06/2014
243044612824;0;0;ADESIVO MANGUERA;;16;0;200;500;;18/11/2013;12/12/2015
871193818421;0;0;"H0OMBRE SOLO MPTOOLS 10""";;16;1;8376;15000;;19/11/2013;19/11/2013
871193853362;0;0;PIEDRA MOTORTUL X 5 PIEZAS 53362;;16;8;2410;8000;;19/11/2013;26/06/2015
871193818420;0;0;"HOMBRE SOLO MPTOOLS 7""";;16;0;7450;13000;;19/11/2013;21/05/2014
871193804039;8110254461;0;ZIMBRA RANGER;;16;2;6657;12000;;20/11/2013;04/04/2016
187;0;0;CANILLA VALMEC AMARILLA LISA;;16;0;7790;13000;;20/11/2013;25/09/2014
188;0;0;MANIJA ESCUALIZABLE RIOPLAS;;16;0;1930;3000;;20/11/2013;31/08/2014
770701532199;0;0;PEGA PVC GERFOR 1/32;;16;4;7301;12000;;20/11/2013;17/01/2016
243044612834;0;0;UNION EMT 3/4;;16;31;700;1200;;21/11/2013;26/10/2014
770999049317;0;0;AEROSOL PINVIACRIL TRASPARENTE MATE;;16;5;4000;8000;;22/11/2013;03/04/2015
189;0;0;CLORO AL 70% 1/4 DE LIBRA;;16;4;710;2000;;22/11/2013;03/01/2016
190;0;0;CLORO AL 70% 250 GRAMOS;;16;6;2040;4000;;22/11/2013;05/04/2016
191;0;0;CLORO AL 70% 500 GRAMOS;;16;2;3931;8000;;22/11/2013;01/04/2016
770615768957;0;0;CANILLA GRIVAL AMARILLA;;16;1;8101;14000;;23/11/2013;02/11/2015
770615768956;0;0;CANILLA GRIVAL CROMO;;16;1;8800;15000;;23/11/2013;28/10/2014
195;0;0;LAVAPLATOS  1 M X 50 SOKODA;;16;2;70024;110000;;10/12/2013;10/12/2013
196;0;0;LAVAPLATOS 62 CM X 48 1 LLAVE;;16;1;67945;98000;;10/12/2013;10/12/2013
197;0;0;LAVAPLATOS 62 CM X 48 MEZCLADOR;;16;1;61614;98000;;10/12/2013;10/12/2013
802288153084;0;0;"ESPATULA M/MADERA 4"" BECKER";;16;0;1800;4000;;10/12/2013;04/06/2015
198;0;0;"ESPATULA M/MADERA 5""";;16;1;2000;5000;;10/12/2013;27/09/2014
199;0;0;CANDADO WORKEY 20MM;;16;45;1000;2000;;10/12/2013;19/04/2016
200;0;0;DESTORNILLADOR DOBLE PUNTA USA;;16;2;2500;6000;;10/12/2013;17/08/2015
201;0;0;"RODILLO KTOOLS  9""";;16;2;2800;6000;;10/12/2013;16/11/2014
202;0;0;ALICATE TIPO CRECHEN M/ AMARILLO 8 1/2;;16;1;5500;10000;;10/12/2013;07/04/2016
693159821611;0;0;"HOMBRE SOLO UYUSTOOLS 10""";;16;0;7000;12000;;10/12/2013;28/07/2014
856965852223;0;0;"HOMBRE SOLO LOCKING 10""";;16;1;5000;9000;;10/12/2013;19/08/2015
868702567855;0;0;REMACHADORA PROVAL PR 9520;;16;3;5500;11000;;10/12/2013;17/01/2016
745302112233;0;0;MARTILLO WOLFGANG 18MM;;16;1;4800;8500;;10/12/2013;27/04/2015
192;0;0;MARTILLO FOCCI 23MM;;16;1;5800;11000;;10/12/2013;25/01/2016
193;0;0;MARTILLO TAURO 25MM;;16;4;6800;13000;;10/12/2013;31/12/2015
194;0;0;"ESPATULA PLASTICA 4""";;16;35;350;1000;;27/11/2013;21/03/2016
203;0;0;CAUCHO OLLA UNIVERSAL SENCILLO  4 A 6;;16;1;1500;3000;;27/11/2013;29/10/2015
204;0;0;CAUCHO OLLA UNIVERSAL DOBLE 4 A 6;;16;5;2300;5000;;27/11/2013;22/07/2014
205;0;0;CAUCHO OLLA UNIVERSAL SENCILLO 8 A 10;;16;3;3000;6000;;27/11/2013;30/08/2014
206;0;0;CAUCHO OLLA UNIVERSAL DOBLE DE 8 A 10;;0;6;3000;6000;;27/11/2013;27/11/2013
207;0;0;"TAPON MULETA LLANTA 1""";;16;30;1500;3800;;27/11/2013;21/02/2016
208;0;0;EXTENSION 2 X 12 3 MTS 4 TOMAS;;16;0;0;22000;;27/11/2013;31/03/2016
209;0;0;CARRETA ATA TODO BLANCO;;16;0;2500;5000;;27/11/2013;08/04/2016
692711130045;0;0;PEGA LOCA MACAO;;16;0;350;1000;;28/11/2013;15/10/2014
243044612866;0;0;"CINTA MARQUETERIA 1""";;16;1;1200;2500;;28/11/2013;13/04/2015
243044612867;0;0;BOMBILLO GRANDE AMARILLO;;16;27;600;1200;;28/11/2013;20/11/2015
243044612868;0;0;BOMBILLO GRANDE AZUL;;16;3;600;1200;;28/11/2013;29/03/2016
243044612870;0;0;REFLECTOR AHORRADOR ELECTROXX;;16;0;0;20000;;30/11/2013;30/11/2013
243044612871;0;0;ESMALTE TECNIDECOR GALON;;16;0;0;55000;;02/12/2013;02/12/2013
770208199882;0;0;AHORRADOR PHILIPS 20 W;;16;1;6119;10000;;04/12/2013;18/03/2016
770691258003;0;0;BROCHA GAVILAN C/MONA 1 1/2;;16;1;1636;3200;;04/12/2013;30/03/2016
770691258004;0;0;"BROCHA GAVILAN C/MONA 2""";;16;5;2019;4000;;04/12/2013;06/04/2016
243044612876;0;0;ANGEO PLASTICO NEGRO MOSQUITERO X CMS;;16;400;35;100;;04/12/2013;14/03/2016
243044612877;0;0;ANGEO DIAMANTE PEQUE¾O VERDE;;16;0;48;90;;04/12/2013;02/12/2015
243044612878;0;0;GALON ESMATE BERMELLON PINVIACRIL;;16;4;24300;39000;;05/12/2013;30/10/2015
210;0;0;REGILLA SOSCO ALUMINIO 3 X 2  FANALREJ;;16;4;2400;5000;;05/12/2013;27/11/2014
211;0;0;REGILLA SOSCO CONV 3 X 2 FANALREJ;;16;3;5155;9000;;05/12/2013;05/11/2015
212;0;0;REGILLA SIFON ALUMINIO 3 X 2 FANALREJ;;16;3;3938;7000;;05/12/2013;30/01/2016
213;0;0;REGILLA SIFON CONV 3 X 2 FANALREJ;;16;1;7433;12000;;05/12/2013;05/10/2014
214;0;0;GRANADA 3 X 2;;16;2;4154;7500;;05/12/2013;01/03/2015
215;0;0;CANILLA CROMO GATO;;16;1;9950;16000;;05/12/2013;10/01/2015
216;0;0;"RODILLO VAN GOGH 9""";;16;19;3838;6500;;10/12/2013;21/03/2016
955623500314;0;0;AEROSOL TRANSPARENTE BRILLANTE 300MM3658;;16;0;3658;6500;;10/12/2013;24/12/2014
217;0;0;AHORRADOR LED 3W;;16;58;3700;6800;;10/12/2013;18/04/2016
218;0;0;"LLAVE TUBO ECONOMICA 10""";;16;3;8000;16000;;10/12/2013;04/01/2016
219;0;0;"BROCA PERCUTOR 1/4 X 4""";;16;0;1714;3000;;10/12/2013;20/03/2014
220;0;0;"BROCA PERCUTOR 1/4 X 6""";;16;1;1654;3000;;10/12/2013;01/03/2014
221;0;0;"BROCA PERCUTOR 5/16 X 6""";;16;2;2108;3800;;10/12/2013;21/04/2014
222;0;0;"BROCA PERCUTOR 3/8 X 6""";;16;1;2349;4500;;10/12/2013;04/12/2014
871193857815;0;0;SIERRA CALADORA P/MADERA 57815;;16;6;900;2200;;10/12/2013;10/12/2013
223;0;0;ESMALTE CAOBA TECNIDECOR;;16;2;0;16000;;10/12/2013;10/12/2013
770724965106;0;0;PILA MONEDA 2032;;16;11;1100;3000;;10/12/2013;01/03/2016
224;0;0;PESA ROMANA 25 KILOS;;16;13;4466;9500;;10/12/2013;02/12/2014
225;0;0;BALANZA PERSONAL MECANICA;;16;3;13961;24000;;10/12/2013;03/03/2015
747752155601;0;0;"SERRUCHO PROFESIONAL ESTANLEY 22""";;16;3;23538;40000;;10/12/2013;10/12/2013
770615768963;0;0;VALVULA REGULACION SANITARIO Y/O LAVAMANOS;;16;3;11700;18000;;10/12/2013;30/09/2015
770730512009;0;0;CEPILLO OSBE REF 74;;16;3;1171;2000;;11/12/2013;21/10/2015
226;0;0;CUCHILLAS PARA BISTURI X JUEGO GRANDE;;16;43;700;1500;;11/12/2013;09/04/2016
243044612902;0;0;NAILON CUADRADO X METROS;;16;409;0;600;;13/12/2013;18/03/2016
770215878256;0;0;AEROSOL ALTAL TEMPERATURA ALUMINIO;;16;5;7638;13000;;18/12/2013;23/03/2016
770215878213;0;0;AEROSOL  TRANSPARENTE BRT 8ONZ;;16;9;6070;9600;;18/12/2013;26/03/2016
770215878270;0;0;AEROSOL ANTICORROCIVO GRIS;;16;4;6536;10000;;18/12/2013;13/03/2016
770215878211;0;0;AEROSOL NEGRO BRILLANTE;;16;16;6070;9600;;18/12/2013;24/03/2016
227;0;0;CAJA PARA CANALETA 2 X 4;;16;28;1500;3000;;19/12/2013;24/03/2016
228;0;0;REGULADOR CON MANOMETRO GAS;;16;0;11300;20000;;19/12/2013;12/01/2016
229;0;0;DISCO CIRCULAR MADEAR 4 1/2 UYUSTOOLS;;16;0;3500;7000;;19/12/2013;18/05/2014
693159882171;0;0;DISCO CORTE MADERA 7 1 1/4 24 DTES;;16;0;5500;11000;;19/12/2013;13/08/2014
230;0;0;ESMALTE VERDE TURQUEZA PINVIACRIL;;16;5;8201;12000;;20/12/2013;28/12/2015
231;0;0;PALETA P V C GRANDE;;16;1;7500;13000;;20/12/2013;30/11/2015
745302910697;0;0;PILA 9 V TERABAT ALKALINA;;16;1;2700;6000;;21/12/2013;01/05/2014
232;0;0;LLAVE MIXTA # 11 ECONOMICA;;16;1;600;1600;;21/12/2013;10/11/2015
233;0;0;LLAVE MIXTA RANGER 9/16;;16;2;3567;6500;;21/12/2013;21/03/2016
234;0;0;CHAPA ALCOBA SECURITY 7818;;16;0;7800;13500;;21/12/2013;17/04/2015
770207322056;0;0;REGADERA IMUSA VERDE;;16;1;12281;20000;;21/12/2013;21/02/2016
770515204573;0;0;CAJA HERRAMIENTAS # 18;;16;1;25071;38000;;21/12/2013;21/12/2013
770145926301;0;0;CHAPA REJA 865 DERECHA;;16;1;19442;28000;;21/12/2013;06/02/2016
770145926305;0;0;CHAPA REJA 865 IZQUIERDA;;16;0;10072;17000;;21/12/2013;02/01/2014
235;0;0;LAMPARA  FLUORECENTE 14W T 5 6500;;16;9;5916;8500;;21/12/2013;18/03/2015
236;0;0;"CUCHILLO INCAMETAL 6""";;16;3;4900;8000;;21/12/2013;21/03/2015
237;0;0;"CUCHILLO INCAMENTAL CACHINEGRO 6""";;16;20;1782;3500;;21/12/2013;27/03/2016
238;0;0;EXTENSION IPC 2X14 2.70;;16;0;5500;9500;;23/12/2013;11/03/2016
770705260282;0;0;DISCO DIAMANTADO SEGMENTADO FORTE 5659;;16;0;13763;22000;;24/12/2013;04/12/2014
